LOC_NAME,SAMPLE_DATE,SAMPLEDATE,TASK_CODE,CHEMICAL_NAME,ORGANIC_YN,REPORT_RESULT_TEXT,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,X_COORD,Y_COORD
W-097,10/23/2023,23 Oct 2023,2023-Q4-GW,Conductivity,,250.2622,250.2622,us/cm,2024547.76,744244.05
W-108,10/24/2023,24 Oct 2023,2023-Q4-GW,Conductivity,,186.0022,186.0022,us/cm,2023295.23,743611.35
W-109,10/24/2023,24 Oct 2023,2023-Q4-GW,Conductivity,,96.11913,96.11913,us/cm,2022981.06,743731.82
W-020,10/24/2023,24 Oct 2023,2023-Q4-GW,Conductivity,,123.5602,123.5602,us/cm,2022975.38,743739.63
W-025,10/24/2023,24 Oct 2023,2023-Q4-GW,Conductivity,,142.466,142.466,us/cm,2022728.99,742114.33
W-104,10/24/2023,24 Oct 2023,2023-Q4-GW,Conductivity,,211.7571,211.7571,us/cm,2024875.51,744154.72
W-110,10/24/2023,24 Oct 2023,2023-Q4-GW,Conductivity,,30.25531,30.25531,us/cm,2022508.26,744051.95
W-124,10/24/2023,24 Oct 2023,2023-Q4-GW,Conductivity,,115.2545,115.2545,us/cm,2024882.9,744153.42
W-003A,10/24/2023,24 Oct 2023,2023-Q4-GW,Conductivity,,26.18408,26.18408,us/cm,2023926.29,744340.23
W-004R,10/24/2023,24 Oct 2023,2023-Q4-GW,Conductivity,,158.0089,158.0089,us/cm,2023932.04,744339.08
W-107,10/25/2023,25 Oct 2023,2023-Q4-GW,Conductivity,,189.1997,189.1997,us/cm,2023252.18,744034.11
W-111,10/25/2023,25 Oct 2023,2023-Q4-GW,Conductivity,,24.08846,24.08846,us/cm,2022564.93,744378.27
W-112,10/25/2023,25 Oct 2023,2023-Q4-GW,Conductivity,,223.0796,223.0796,us/cm,2022027.51,744101.62
W-094,10/25/2023,25 Oct 2023,2023-Q4-GW,Conductivity,,167.8551,167.8551,us/cm,2021983.56,744728.03
W-095,10/25/2023,25 Oct 2023,2023-Q4-GW,Conductivity,,226.6977,226.6977,us/cm,2022553.46,744375.66
W-122,10/26/2023,26 Oct 2023,2023-Q4-GW,Conductivity,,40.11731,40.11731,us/cm,2024559.81,746087.76
W-036,10/26/2023,26 Oct 2023,2023-Q4-GW,Conductivity,,44.64107,44.64107,us/cm,2024573.17,746084.83
W-055,10/12/2023,12 Oct 2023,2023-Q4-GW,Conductivity,,132.5007,132.5007,us/cm,2024214,745397.65
W-056,10/12/2023,12 Oct 2023,2023-Q4-GW,Conductivity,,130.1128,130.1128,us/cm,2024203.75,745351.31
W-074,10/12/2023,12 Oct 2023,2023-Q4-GW,Conductivity,,134.3507,134.3507,us/cm,2024067.17,745325.13
W-090,10/13/2023,13 Oct 2023,2023-Q4-GW,Conductivity,,69.17698,69.17698,us/cm,2022011.55,745981.12
W-091,10/13/2023,13 Oct 2023,2023-Q4-GW,Conductivity,,71.96215,71.96215,us/cm,2022016.77,745976.36
W-002R,10/13/2023,13 Oct 2023,2023-Q4-GW,Conductivity,,213.1635,213.1635,us/cm,2023458.22,745325.15
W-037,10/13/2023,13 Oct 2023,2023-Q4-GW,Conductivity,,127.2869,127.2869,us/cm,2024230.73,745407.39
W-075,10/13/2023,13 Oct 2023,2023-Q4-GW,Conductivity,,137.2955,137.2955,us/cm,2024064.76,745317.23
W-001R,10/13/2023,13 Oct 2023,2023-Q4-GW,Conductivity,,81.82401,81.82401,us/cm,2024255.52,745689.84
W-019B,10/16/2023,16 Oct 2023,2023-Q4-GW,Conductivity,,81.43205,81.43205,us/cm,2022552.95,746172.68
W-041R,10/16/2023,16 Oct 2023,2023-Q4-GW,Conductivity,,428.9192,428.9192,us/cm,2023252.59,745372.89
W-044,10/16/2023,16 Oct 2023,2023-Q4-GW,Conductivity,,83.21486,83.21486,us/cm,2022950.11,745579.89
W-088,10/16/2023,16 Oct 2023,2023-Q4-GW,Conductivity,,68.2354,68.2354,us/cm,2022883.96,746574.77
W-089,10/16/2023,16 Oct 2023,2023-Q4-GW,Conductivity,,63.47926,63.47926,us/cm,2022888.25,746583.34
W-017,10/16/2023,16 Oct 2023,2023-Q4-GW,Conductivity,,452.6403,452.6403,us/cm,2023785.38,745055.22
W-018R,10/16/2023,16 Oct 2023,2023-Q4-GW,Conductivity,,3143.084,3143.084,us/cm,2023939.25,745012.69
W-045,10/16/2023,16 Oct 2023,2023-Q4-GW,Conductivity,,160.2561,160.2561,us/cm,2024296.1,745644.03
W-033,10/17/2023,17 Oct 2023,2023-Q4-GW,Conductivity,,128.3894,128.3894,us/cm,2023548.66,745402.99
W-046,10/17/2023,17 Oct 2023,2023-Q4-GW,Conductivity,,206.2085,206.2085,us/cm,2023494.46,745154.59
W-062,10/17/2023,17 Oct 2023,2023-Q4-GW,Conductivity,,86.32407,86.32407,us/cm,2022726.08,745485.46
W-068,10/17/2023,17 Oct 2023,2023-Q4-GW,Conductivity,,86.34245,86.34245,us/cm,2022496.22,745329.25
W-035,10/17/2023,17 Oct 2023,2023-Q4-GW,Conductivity,,144.3934,144.3934,us/cm,2024227.93,745716.7
W-040,10/17/2023,17 Oct 2023,2023-Q4-GW,Conductivity,,90.30788,90.30788,us/cm,2024112.48,745646.53
W-050,10/17/2023,17 Oct 2023,2023-Q4-GW,Conductivity,,28.81548,28.81548,us/cm,2024107.4,745637.22
W-087,10/17/2023,17 Oct 2023,2023-Q4-GW,Conductivity,,94.51846,94.51846,us/cm,2024385.81,745952.76
W-069,10/18/2023,18 Oct 2023,2023-Q4-GW,Conductivity,,62.38137,62.38137,us/cm,2026064.29,745726.92
W-070,10/18/2023,18 Oct 2023,2023-Q4-GW,Conductivity,,51.28148,51.28148,us/cm,2026062.87,745719.22
W-071,10/18/2023,18 Oct 2023,2023-Q4-GW,Conductivity,,40.83527,40.83527,us/cm,2026052.33,745716.65
W-085,10/18/2023,18 Oct 2023,2023-Q4-GW,Conductivity,,236.6861,236.6861,us/cm,2025107.68,745079.71
W-086,10/18/2023,18 Oct 2023,2023-Q4-GW,Conductivity,,268.2098,268.2098,us/cm,2025100.8,745082.29
W-026,10/18/2023,18 Oct 2023,2023-Q4-GW,Conductivity,,198.328,198.328,us/cm,2023417.69,744855.29
W-048,10/18/2023,18 Oct 2023,2023-Q4-GW,Conductivity,,114.4935,114.4935,us/cm,2023290.44,744913.22
W-016,10/19/2023,19 Oct 2023,2023-Q4-GW,Conductivity,,389.6586,389.6586,us/cm,2024060.26,744602.32
W-042,10/19/2023,19 Oct 2023,2023-Q4-GW,Conductivity,,58.79471,58.79471,us/cm,2023203.32,745072.35
W-049,10/19/2023,19 Oct 2023,2023-Q4-GW,Conductivity,,37.7278,37.7278,us/cm,2023192.63,745073.23
W-098,10/19/2023,19 Oct 2023,2023-Q4-GW,Conductivity,,153.7604,153.7604,us/cm,2022894.54,745190.42
W-106,10/19/2023,19 Oct 2023,2023-Q4-GW,Conductivity,,329.4216,329.4216,us/cm,2023371.32,744431.55
W-032,10/5/2023,05 Oct 2023,2023-Q4-GW,Conductivity,,1431.876,1431.876,us/cm,2023919.81,744742.1
W-010,10/5/2023,05 Oct 2023,2023-Q4-GW,Conductivity,,431.6463,431.6463,us/cm,2023659.9,744897.85
W-123,10/5/2023,05 Oct 2023,2023-Q4-GW,Conductivity,,1545.25,1545.25,us/cm,2024283.69,744647.8
W-007A,10/5/2023,05 Oct 2023,2023-Q4-GW,Conductivity,,2560.794,2560.794,us/cm,2023872.22,744907.43
W-058,10/6/2023,06 Oct 2023,2023-Q4-GW,Conductivity,,243.6525,243.6525,us/cm,2024176.33,745254.09
W-079,10/6/2023,06 Oct 2023,2023-Q4-GW,Conductivity,,187.091,187.091,us/cm,2024450.27,745200.4
W-080,10/6/2023,06 Oct 2023,2023-Q4-GW,Conductivity,,332.0229,332.0229,us/cm,2024414.69,745024.39
W-029,10/6/2023,06 Oct 2023,2023-Q4-GW,Conductivity,,500.3349,500.3349,us/cm,2024101.64,745182.77
W-057,10/6/2023,06 Oct 2023,2023-Q4-GW,Conductivity,,144.7273,144.7273,us/cm,2024190.79,745307.43
W-093,10/6/2023,06 Oct 2023,2023-Q4-GW,Conductivity,,141.4651,141.4651,us/cm,2024346.84,745162.26
W-073,10/9/2023,09 Oct 2023,2023-Q4-GW,Conductivity,,137.2164,137.2164,us/cm,2024166.25,745339.31
W-077,10/9/2023,09 Oct 2023,2023-Q4-GW,Conductivity,,5649.25,5649.25,us/cm,2024346.11,745158.93
W-081,10/9/2023,09 Oct 2023,2023-Q4-GW,Conductivity,,266.9358,266.9358,us/cm,2024469.85,744938.6
W-083,10/9/2023,09 Oct 2023,2023-Q4-GW,Conductivity,,134.8674,134.8674,us/cm,2024667.49,744975.06
W-072,10/9/2023,09 Oct 2023,2023-Q4-GW,Conductivity,,181.5515,181.5515,us/cm,2024162.69,745450.25
W-078,10/9/2023,09 Oct 2023,2023-Q4-GW,Conductivity,,264.3112,264.3112,us/cm,2024371.03,745117.75
W-082,10/9/2023,09 Oct 2023,2023-Q4-GW,Conductivity,,169.4146,169.4146,us/cm,2024594.17,744895.93
W-084,10/9/2023,09 Oct 2023,2023-Q4-GW,Conductivity,,148.8283,148.8283,us/cm,2024721.5,745177.25
W-102,10/10/2023,10 Oct 2023,2023-Q4-GW,Conductivity,,898.9222,898.9222,us/cm,2024124.44,745090.12
W-030,10/10/2023,10 Oct 2023,2023-Q4-GW,Conductivity,,1209.866,1209.866,us/cm,2024150.84,745095.16
W-022,10/10/2023,10 Oct 2023,2023-Q4-GW,Conductivity,,1207.023,1207.023,us/cm,2024116.4,744960.92
W-006,10/10/2023,10 Oct 2023,2023-Q4-GW,Conductivity,,2900.909,2900.909,us/cm,2024109.62,744963.29
W-076,10/10/2023,10 Oct 2023,2023-Q4-GW,Conductivity,,155.0472,155.0472,us/cm,2024223.52,745181.19
W-059,10/10/2023,10 Oct 2023,2023-Q4-GW,Conductivity,,878.4365,878.4365,us/cm,2024165.88,745219.37
W-028,10/10/2023,10 Oct 2023,2023-Q4-GW,Conductivity,,619.4036,619.4036,us/cm,2024317.41,745121.78
W-038,10/10/2023,10 Oct 2023,2023-Q4-GW,Conductivity,,164.7329,164.7329,us/cm,2024192.97,745250.31
W-100,10/11/2023,11 Oct 2023,2023-Q4-GW,Conductivity,,443.8818,443.8818,us/cm,2023636.36,745126.22
W-119,10/11/2023,11 Oct 2023,2023-Q4-GW,Conductivity,,84.04977,84.04977,us/cm,2023805.69,746515.76
W-120,10/11/2023,11 Oct 2023,2023-Q4-GW,Conductivity,,139.3497,139.3497,us/cm,2024014.35,745967.14
W-121,10/11/2023,11 Oct 2023,2023-Q4-GW,Conductivity,,83.35007,83.35007,us/cm,2024008.09,745966.73
W-043,10/11/2023,11 Oct 2023,2023-Q4-GW,Conductivity,,92.45919,92.45919,us/cm,2023600.12,745904.31
W-118,10/11/2023,11 Oct 2023,2023-Q4-GW,Conductivity,,89.13209,89.13209,us/cm,2023241.08,746437.24
W-099,10/11/2023,11 Oct 2023,2023-Q4-GW,Conductivity,,567.7759,567.7759,us/cm,2023640.54,745123.51
W-039,10/12/2023,12 Oct 2023,2023-Q4-GW,Conductivity,,649.6855,649.6855,us/cm,2023656.67,745587.41
W-063,10/12/2023,12 Oct 2023,2023-Q4-GW,Conductivity,,391.0367,391.0367,us/cm,2023019.42,745098.13
W-065,10/12/2023,12 Oct 2023,2023-Q4-GW,Conductivity,,112.5797,112.5797,us/cm,2024027.45,745693.7
W-066,10/12/2023,12 Oct 2023,2023-Q4-GW,Conductivity,,84.39298,84.39298,us/cm,2024027.17,745687.82
W-052,10/3/2023,03 Oct 2023,2023-Q4-GW,Conductivity,,174.0074,174.0074,us/cm,2024260.17,745542.36
W-053,10/3/2023,03 Oct 2023,2023-Q4-GW,Conductivity,,173.7981,173.7981,us/cm,2024247.56,745496
W-051,10/3/2023,03 Oct 2023,2023-Q4-GW,Conductivity,,247.425,247.425,us/cm,2024270.83,745583.86
W-054,10/3/2023,03 Oct 2023,2023-Q4-GW,Conductivity,,135.618,135.618,us/cm,2024229.98,745442.55
W-113,10/4/2023,04 Oct 2023,2023-Q4-GW,Conductivity,,104.1822,104.1822,us/cm,2024004.27,746811.2
W-114,10/4/2023,04 Oct 2023,2023-Q4-GW,Conductivity,,92.63584,92.63584,us/cm,2024001.48,746806.04
W-115,10/4/2023,04 Oct 2023,2023-Q4-GW,Conductivity,,98.91544,98.91544,us/cm,2023435.8,746784.3
W-116,10/4/2023,04 Oct 2023,2023-Q4-GW,Conductivity,,110.5695,110.5695,us/cm,2023433.25,746778.95
W-117,10/4/2023,04 Oct 2023,2023-Q4-GW,Conductivity,,87.41441,87.41441,us/cm,2023237.7,746432.66
W-060,10/4/2023,04 Oct 2023,2023-Q4-GW,Conductivity,,109.5091,109.5091,us/cm,2023286.81,745835.58
W-061,10/4/2023,04 Oct 2023,2023-Q4-GW,Conductivity,,123.2894,123.2894,us/cm,2023288.26,745829.26
W-011,10/5/2023,05 Oct 2023,2023-Q4-GW,Conductivity,,289.3886,289.3886,us/cm,2023914.56,744743.05
W-013R,10/5/2023,05 Oct 2023,2023-Q4-GW,Conductivity,,732.1075,732.1075,us/cm,2024279.25,744648.71
W-052,4/2/2024,02 Apr 2024,2024-Q2-GW,pH,,6.27,6.27,SU,2024260.17,745542.36
W-010,4/2/2024,02 Apr 2024,2024-Q2-GW,pH,,6.24,6.24,SU,2023659.9,744897.85
W-084,4/2/2024,02 Apr 2024,2024-Q2-GW,pH,,5.96,5.96,SU,2024721.5,745177.25
W-083,4/2/2024,02 Apr 2024,2024-Q2-GW,pH,,5.73,5.73,SU,2024667.49,744975.06
W-082,4/2/2024,02 Apr 2024,2024-Q2-GW,pH,,5.33,5.33,SU,2024594.17,744895.93
W-080,4/2/2024,02 Apr 2024,2024-Q2-GW,pH,,5.55,5.55,SU,2024414.69,745024.39
W-114,4/9/2024,09 Apr 2024,2024-Q2-GW,pH,,5.86,5.86,SU,2024001.48,746806.04
W-113,4/9/2024,09 Apr 2024,2024-Q2-GW,pH,,6.09,6.09,SU,2024004.27,746811.2
W-001R,4/8/2024,08 Apr 2024,2024-Q2-GW,pH,,5.70,5.7,SU,2024255.52,745689.84
W-093,4/8/2024,08 Apr 2024,2024-Q2-GW,pH,,5.58,5.58,SU,2024346.84,745162.26
W-045,4/8/2024,08 Apr 2024,2024-Q2-GW,pH,,5.90,5.9,SU,2024296.1,745644.03
W-017,4/8/2024,08 Apr 2024,2024-Q2-GW,pH,,6.59,6.59,SU,2023785.38,745055.22
W-087,4/8/2024,08 Apr 2024,2024-Q2-GW,pH,,6.54,6.54,SU,2024385.81,745952.76
W-074,4/8/2024,08 Apr 2024,2024-Q2-GW,pH,,5.46,5.46,SU,2024067.17,745325.13
W-036,4/8/2024,08 Apr 2024,2024-Q2-GW,pH,,5.48,5.48,SU,2024573.17,746084.83
W-035,4/8/2024,08 Apr 2024,2024-Q2-GW,pH,,6.17,6.17,SU,2024227.93,745716.7
W-122,4/8/2024,08 Apr 2024,2024-Q2-GW,pH,,5.83,5.83,SU,2024559.81,746087.76
W-072,4/5/2024,05 Apr 2024,2024-Q2-GW,pH,,6.28,6.28,SU,2024162.69,745450.25
W-054,4/5/2024,05 Apr 2024,2024-Q2-GW,pH,,6.00,6,SU,2024229.98,745442.55
W-051,4/5/2024,05 Apr 2024,2024-Q2-GW,pH,,7.14,7.14,SU,2024270.83,745583.86
W-037,4/5/2024,05 Apr 2024,2024-Q2-GW,pH,,6.03,6.03,SU,2024230.73,745407.39
W-075,4/5/2024,05 Apr 2024,2024-Q2-GW,pH,,6.09,6.09,SU,2024064.76,745317.23
W-030,4/5/2024,05 Apr 2024,2024-Q2-GW,pH,,6.05,6.05,SU,2024150.84,745095.16
W-018R,4/5/2024,05 Apr 2024,2024-Q2-GW,pH,,7.19,7.19,SU,2023939.25,745012.69
W-102,4/5/2024,05 Apr 2024,2024-Q2-GW,pH,,6.47,6.47,SU,2024124.44,745090.12
W-058,4/4/2024,04 Apr 2024,2024-Q2-GW,pH,,6.53,6.53,SU,2024176.33,745254.09
W-057,4/4/2024,04 Apr 2024,2024-Q2-GW,pH,,5.98,5.98,SU,2024190.79,745307.43
W-038,4/4/2024,04 Apr 2024,2024-Q2-GW,pH,,5.51,5.51,SU,2024192.97,745250.31
W-029,4/4/2024,04 Apr 2024,2024-Q2-GW,pH,,6.53,6.53,SU,2024101.64,745182.77
W-076,4/4/2024,04 Apr 2024,2024-Q2-GW,pH,,5.01,5.01,SU,2024223.52,745181.19
W-073,4/4/2024,04 Apr 2024,2024-Q2-GW,pH,,6.03,6.03,SU,2024166.25,745339.31
W-022,4/4/2024,04 Apr 2024,2024-Q2-GW,pH,,5.60,5.6,SU,2024116.4,744960.92
W-028,4/4/2024,04 Apr 2024,2024-Q2-GW,pH,,6.71,6.71,SU,2024317.41,745121.78
W-006,4/4/2024,04 Apr 2024,2024-Q2-GW,pH,,6.40,6.4,SU,2024109.62,744963.29
W-032,4/3/2024,03 Apr 2024,2024-Q2-GW,pH,,7.00,7,SU,2023919.81,744742.1
W-011,4/3/2024,03 Apr 2024,2024-Q2-GW,pH,,5.60,5.6,SU,2023914.56,744743.05
W-079,4/3/2024,03 Apr 2024,2024-Q2-GW,pH,,6.30,6.3,SU,2024450.27,745200.4
W-078,4/3/2024,03 Apr 2024,2024-Q2-GW,pH,,6.40,6.4,SU,2024371.03,745117.75
W-081,4/3/2024,03 Apr 2024,2024-Q2-GW,pH,,5.91,5.91,SU,2024469.85,744938.6
W-013R,4/3/2024,03 Apr 2024,2024-Q2-GW,pH,,6.25,6.25,SU,2024279.25,744648.71
W-123,4/3/2024,03 Apr 2024,2024-Q2-GW,pH,,7.88,7.88,SU,2024283.69,744647.8
W-007A,4/2/2024,02 Apr 2024,2024-Q2-GW,pH,,7.15,7.15,SU,2023872.22,744907.43
W-053,4/2/2024,02 Apr 2024,2024-Q2-GW,pH,,6.26,6.26,SU,2024247.56,745496
W-015,4/15/2024,15 Apr 2024,2024-Q2-GW,pH,,6.25,6.25,SU,2023716.79,744663.42
W-014,4/15/2024,15 Apr 2024,2024-Q2-GW,pH,,6.49,6.49,SU,2024478.65,744603.2
W-106,4/15/2024,15 Apr 2024,2024-Q2-GW,pH,,6.16,6.16,SU,2023371.32,744431.55
W-002R,4/12/2024,12 Apr 2024,2024-Q2-GW,pH,,5.59,5.59,SU,2023458.22,745325.15
W-060,4/12/2024,12 Apr 2024,2024-Q2-GW,pH,,5.87,5.87,SU,2023286.81,745835.58
W-026,4/12/2024,12 Apr 2024,2024-Q2-GW,pH,,5.97,5.97,SU,2023417.69,744855.29
W-118,4/12/2024,12 Apr 2024,2024-Q2-GW,pH,,5.44,5.44,SU,2023241.08,746437.24
W-099,4/12/2024,12 Apr 2024,2024-Q2-GW,pH,,6.92,6.92,SU,2023640.54,745123.51
W-090,4/12/2024,12 Apr 2024,2024-Q2-GW,pH,,5.47,5.47,SU,2022011.55,745981.12
W-046,4/12/2024,12 Apr 2024,2024-Q2-GW,pH,,5.89,5.89,SU,2023494.46,745154.59
W-019B,4/12/2024,12 Apr 2024,2024-Q2-GW,pH,,5.59,5.59,SU,2022552.95,746172.68
W-100,4/12/2024,12 Apr 2024,2024-Q2-GW,pH,,6.13,6.13,SU,2023636.36,745126.22
W-062,4/11/2024,11 Apr 2024,2024-Q2-GW,pH,,5.61,5.61,SU,2022726.08,745485.46
W-044,4/11/2024,11 Apr 2024,2024-Q2-GW,pH,,5.30,5.3,SU,2022950.11,745579.89
W-041R,4/11/2024,11 Apr 2024,2024-Q2-GW,pH,,5.64,5.64,SU,2023252.59,745372.89
W-033,4/11/2024,11 Apr 2024,2024-Q2-GW,pH,,5.94,5.94,SU,2023548.66,745402.99
W-091,4/11/2024,11 Apr 2024,2024-Q2-GW,pH,,5.47,5.47,SU,2022016.77,745976.36
W-089,4/11/2024,11 Apr 2024,2024-Q2-GW,pH,,5.51,5.51,SU,2022888.25,746583.34
W-088,4/11/2024,11 Apr 2024,2024-Q2-GW,pH,,5.64,5.64,SU,2022883.96,746574.77
W-068,4/11/2024,11 Apr 2024,2024-Q2-GW,pH,,5.58,5.58,SU,2022496.22,745329.25
W-119,4/11/2024,11 Apr 2024,2024-Q2-GW,pH,,5.37,5.37,SU,2023805.69,746515.76
W-061,4/10/2024,10 Apr 2024,2024-Q2-GW,pH,,5.36,5.36,SU,2023288.26,745829.26
W-066,4/10/2024,10 Apr 2024,2024-Q2-GW,pH,,5.59,5.59,SU,2024027.17,745687.82
W-065,4/10/2024,10 Apr 2024,2024-Q2-GW,pH,,6.17,6.17,SU,2024027.45,745693.7
W-043,4/10/2024,10 Apr 2024,2024-Q2-GW,pH,,5.49,5.49,SU,2023600.12,745904.31
W-039,4/10/2024,10 Apr 2024,2024-Q2-GW,pH,,5.62,5.62,SU,2023656.67,745587.41
W-121,4/10/2024,10 Apr 2024,2024-Q2-GW,pH,,5.16,5.16,SU,2024008.09,745966.73
W-120,4/10/2024,10 Apr 2024,2024-Q2-GW,pH,,5.89,5.89,SU,2024014.35,745967.14
W-077,4/9/2024,09 Apr 2024,2024-Q2-GW,pH,,12.24,12.24,SU,2024346.11,745158.93
W-059,4/9/2024,09 Apr 2024,2024-Q2-GW,pH,,6.06,6.06,SU,2024165.88,745219.37
W-056,4/9/2024,09 Apr 2024,2024-Q2-GW,pH,,5.97,5.97,SU,2024203.75,745351.31
W-055,4/9/2024,09 Apr 2024,2024-Q2-GW,pH,,6.04,6.04,SU,2024214,745397.65
W-116,4/9/2024,09 Apr 2024,2024-Q2-GW,pH,,5.19,5.19,SU,2023433.25,746778.95
W-115,4/9/2024,09 Apr 2024,2024-Q2-GW,pH,,5.72,5.72,SU,2023435.8,746784.3
W-050,4/9/2024,09 Apr 2024,2024-Q2-GW,pH,,6.02,6.02,SU,2024107.4,745637.22
W-040,4/9/2024,09 Apr 2024,2024-Q2-GW,pH,,6.27,6.27,SU,2024112.48,745646.53
W-117,4/9/2024,09 Apr 2024,2024-Q2-GW,pH,,5.76,5.76,SU,2023237.7,746432.66
W-107,4/19/2024,19 Apr 2024,2024-Q2-GW,pH,,6.25,6.25,SU,2023252.18,744034.11
W-095,4/19/2024,19 Apr 2024,2024-Q2-GW,pH,,6.23,6.23,SU,2022553.46,744375.66
W-025,4/18/2024,18 Apr 2024,2024-Q2-GW,pH,,6.48,6.48,SU,2022728.99,742114.33
W-020,4/18/2024,18 Apr 2024,2024-Q2-GW,pH,,5.61,5.61,SU,2022975.38,743739.63
W-109,4/18/2024,18 Apr 2024,2024-Q2-GW,pH,,6.12,6.12,SU,2022981.06,743731.82
W-108,4/18/2024,18 Apr 2024,2024-Q2-GW,pH,,6.40,6.4,SU,2023295.23,743611.35
W-094,4/18/2024,18 Apr 2024,2024-Q2-GW,pH,,6.28,6.28,SU,2021983.56,744728.03
W-124,4/18/2024,18 Apr 2024,2024-Q2-GW,pH,,5.68,5.68,SU,2024882.9,744153.42
W-112,4/18/2024,18 Apr 2024,2024-Q2-GW,pH,,6.51,6.51,SU,2022027.51,744101.62
W-111,4/18/2024,18 Apr 2024,2024-Q2-GW,pH,,5.74,5.74,SU,2022564.93,744378.27
W-104,4/18/2024,18 Apr 2024,2024-Q2-GW,pH,,5.65,5.65,SU,2024875.51,744154.72
W-096,4/17/2024,17 Apr 2024,2024-Q2-GW,pH,,6.03,6.03,SU,2024643.81,743746.78
W-126,4/17/2024,17 Apr 2024,2024-Q2-GW,pH,,6.41,6.41,SU,2024650.41,743747.34
W-092,4/17/2024,17 Apr 2024,2024-Q2-GW,pH,,6.26,6.26,SU,2023714.92,744382.47
W-004R,4/17/2024,17 Apr 2024,2024-Q2-GW,pH,,5.89,5.89,SU,2023932.04,744339.08
W-003A,4/17/2024,17 Apr 2024,2024-Q2-GW,pH,,5.21,5.21,SU,2023926.29,744340.23
W-027,4/17/2024,17 Apr 2024,2024-Q2-GW,pH,,6.45,6.45,SU,2023708.23,744383.9
W-125,4/17/2024,17 Apr 2024,2024-Q2-GW,pH,,7.02,7.02,SU,2024142.28,743837.31
W-105,4/17/2024,17 Apr 2024,2024-Q2-GW,pH,,5.98,5.98,SU,2024138,743843.47
W-097,4/16/2024,16 Apr 2024,2024-Q2-GW,pH,,5.94,5.94,SU,2024547.76,744244.05
W-067,4/16/2024,16 Apr 2024,2024-Q2-GW,pH,,5.93,5.93,SU,2024485.79,744459.59
W-023R,4/16/2024,16 Apr 2024,2024-Q2-GW,pH,,5.40,5.4,SU,2024851.26,744674.74
W-016,4/16/2024,16 Apr 2024,2024-Q2-GW,pH,,6.47,6.47,SU,2024060.26,744602.32
W-103,4/16/2024,16 Apr 2024,2024-Q2-GW,pH,,5.68,5.68,SU,2024483.13,744466.69
W-086,4/16/2024,16 Apr 2024,2024-Q2-GW,pH,,5.84,5.84,SU,2025100.8,745082.29
W-085,4/16/2024,16 Apr 2024,2024-Q2-GW,pH,,11.77,11.77,SU,2025107.68,745079.71
W-071,4/16/2024,16 Apr 2024,2024-Q2-GW,pH,,6.50,6.5,SU,2026052.33,745716.65
W-070,4/16/2024,16 Apr 2024,2024-Q2-GW,pH,,5.41,5.41,SU,2026062.87,745719.22
W-069,4/16/2024,16 Apr 2024,2024-Q2-GW,pH,,5.49,5.49,SU,2026064.29,745726.92
W-024,4/16/2024,16 Apr 2024,2024-Q2-GW,pH,,5.57,5.57,SU,2027344.76,746742.56
W-098,4/15/2024,15 Apr 2024,2024-Q2-GW,pH,,5.48,5.48,SU,2022894.54,745190.42
W-063,4/15/2024,15 Apr 2024,2024-Q2-GW,pH,,6.66,6.66,SU,2023019.42,745098.13
W-049,4/15/2024,15 Apr 2024,2024-Q2-GW,pH,,5.73,5.73,SU,2023192.63,745073.23
W-048,4/15/2024,15 Apr 2024,2024-Q2-GW,pH,,5.60,5.6,SU,2023290.44,744913.22
W-042,4/15/2024,15 Apr 2024,2024-Q2-GW,pH,,5.22,5.22,SU,2023203.32,745072.35
W-064,4/15/2024,15 Apr 2024,2024-Q2-GW,pH,,6.05,6.05,SU,2023511.33,744643.8
W-047,4/15/2024,15 Apr 2024,2024-Q2-GW,pH,,6.13,6.13,SU,2023515.87,744633.77
W-110,4/19/2024,19 Apr 2024,2024-Q2-GW,pH,,5.21,5.21,SU,2022508.26,744051.95
W-110,4/19/2024,19 Apr 2024,2024-Q2-GW,Temperature,,17.32,17.32,degC,2022508.26,744051.95
W-047,4/15/2024,15 Apr 2024,2024-Q2-GW,Temperature,,19.11,19.11,degC,2023515.87,744633.77
W-064,4/15/2024,15 Apr 2024,2024-Q2-GW,Temperature,,19.32,19.32,degC,2023511.33,744643.8
W-042,4/15/2024,15 Apr 2024,2024-Q2-GW,Temperature,,20.78,20.78,degC,2023203.32,745072.35
W-048,4/15/2024,15 Apr 2024,2024-Q2-GW,Temperature,,21.25,21.25,degC,2023290.44,744913.22
W-049,4/15/2024,15 Apr 2024,2024-Q2-GW,Temperature,,22.21,22.21,degC,2023192.63,745073.23
W-063,4/15/2024,15 Apr 2024,2024-Q2-GW,Temperature,,20.40,20.4,degC,2023019.42,745098.13
W-098,4/15/2024,15 Apr 2024,2024-Q2-GW,Temperature,,17.37,17.37,degC,2022894.54,745190.42
W-024,4/16/2024,16 Apr 2024,2024-Q2-GW,Temperature,,19.36,19.36,degC,2027344.76,746742.56
W-069,4/16/2024,16 Apr 2024,2024-Q2-GW,Temperature,,19.63,19.63,degC,2026064.29,745726.92
W-070,4/16/2024,16 Apr 2024,2024-Q2-GW,Temperature,,20.79,20.79,degC,2026062.87,745719.22
W-071,4/16/2024,16 Apr 2024,2024-Q2-GW,Temperature,,22.04,22.04,degC,2026052.33,745716.65
